Location;Date Time;Temperature;Humidity
B.C.0.D;2021-04-21 17:16:00;29,45;10,32
B.A.2.B;2021-04-21 17:37:00;27,58;60,76
C.B.2.A;2021-04-21 18:52:00;12,86;78,95
E.C.3.B;2021-04-21 19:31:00;25,94;64,99
E.B.0.C;2021-04-21 19:33:00;33,94;30,03
E.E.1.A;2021-04-21 20:05:00;17,9;7,84
B.A.1.E;2021-04-21 23:06:00;35,07;31,79
E.C.S.E;2021-04-21 23:46:00;19,13;38,06
D.D.3.E;2021-04-22 00:28:00;19,14;83,57
B.C.1.A;2021-04-22 00:53:00;28,13;53,38
B.E.2.B;2021-04-22 01:26:00;11,81;46,31
C.A.1.E;2021-04-22 01:36:00;28,73;49,06
A.A.0.C;2021-04-22 02:19:00;33,81;57,79
D.D.2.A;2021-04-22 02:34:00;31,8;88,98
C.C.1.C;2021-04-22 02:46:00;28,81;53,3
C.C.3.A;2021-04-22 03:36:00;25,8;7,36
D.C.2.D;2021-04-22 03:48:00;14,63;37,92
E.E.2.D;2021-04-22 04:25:00;26,4;10,36
C.A.0.B;2021-04-22 04:27:00;28,23;2,1
C.C.3.C;2021-04-22 04:47:00;22,35;52,15
E.D.1.B;2021-04-22 05:09:00;29,04;63,7
B.C.S.B;2021-04-22 05:12:00;20,3;99,55
D.D.S.E;2021-04-22 06:26:00;32,52;96,07
E.D.1.C;2021-04-22 06:42:00;23,7;22,31
C.B.0.A;2021-04-22 06:59:00;22,41;56,95
A.C.1.E;2021-04-22 07:23:00;24,82;53,83
C.C.0.E;2021-04-22 07:53:00;10,77;36,86
D.B.S.E;2021-04-22 08:25:00;34,2;81,64
B.C.2.C;2021-04-22 09:14:00;23,27;97,91
D.D.3.B;2021-04-22 09:53:00;28,56;31,04
B.B.1.E;2021-04-22 10:07:00;32,34;1,93
C.C.0.D;2021-04-22 10:11:00;22,21;94,54
C.D.2.C;2021-04-22 10:15:00;10,46;71,5
C.D.S.B;2021-04-22 10:19:00;19,57;21,74
B.B.1.E;2021-04-22 10:25:00;10,53;44,55
A.A.3.A;2021-04-22 11:06:00;22,63;65,83
E.C.2.A;2021-04-22 11:30:00;33,73;40,97
C.D.1.D;2021-04-22 11:47:00;24,7;93,61
A.C.3.A;2021-04-22 11:50:00;28,55;78,59
C.B.3.E;2021-04-22 12:01:00;28,99;49,98
C.B.0.C;2021-04-22 12:19:00;23,5;39,12
A.B.3.C;2021-04-22 12:20:00;32,38;95,55
C.E.2.B;2021-04-22 12:26:00;18,4;17,58
B.E.S.A;2021-04-22 12:58:00;28,92;87,83
D.B.1.E;2021-04-22 14:10:00;32,6;77,88
E.E.1.E;2021-04-22 14:26:00;30,48;73,33
A.D.0.D;2021-04-22 14:55:00;15,82;65,52
B.C.0.C;2021-04-22 15:00:00;19,47;31,3
D.D.3.B;2021-04-22 15:37:00;36,72;81,19
A.D.S.A;2021-04-22 16:56:00;10,81;53,04
D.E.2.E;2021-04-22 17:27:00;31,06;71,25
C.E.3.D;2021-04-22 17:35:00;21,01;10,67
C.C.S.A;2021-04-22 18:43:00;26,47;84,71
D.A.2.D;2021-04-22 21:10:00;11,47;48,27
B.E.2.D;2021-04-22 21:22:00;34,57;2,77
E.A.S.A;2021-04-22 22:19:00;35,54;25,95
A.A.S.C;2021-04-22 22:33:00;29,3;94,46
A.B.S.B;2021-04-22 22:47:00;25,84;87,47
C.A.3.D;2021-04-22 23:49:00;36,62;26,94
E.A.3.D;2021-04-22 23:54:00;34,46;42,64
B.A.1.C;2021-04-23 00:11:00;15,68;33,53
A.C.S.C;2021-04-23 00:19:00;20,15;93,91
D.E.2.D;2021-04-23 00:21:00;25,56;97,79
A.A.3.E;2021-04-23 00:28:00;21,32;92,13
D.E.3.E;2021-04-23 01:01:00;30,69;61,21
D.C.1.D;2021-04-23 01:10:00;18,54;14,87
A.A.2.A;2021-04-23 01:41:00;11,18;68,43
D.B.0.A;2021-04-23 03:20:00;19,72;17,38
B.D.S.A;2021-04-23 03:24:00;31,57;42,72
E.A.2.B;2021-04-23 03:59:00;24,87;17,02
C.D.S.A;2021-04-23 04:24:00;32,32;90,61
B.E.3.A;2021-04-23 06:32:00;33,01;36,34
E.A.0.B;2021-04-23 07:03:00;27,7;55,9
D.E.2.A;2021-04-23 07:44:00;32,2;55,79
B.C.2.A;2021-04-23 08:01:00;33,88;40,18
D.B.3.B;2021-04-23 08:07:00;23,99;21,15
D.D.3.B;2021-04-23 09:16:00;11,53;31,06
A.B.0.E;2021-04-23 09:23:00;25,69;23,18
E.D.0.B;2021-04-23 10:00:00;25,39;9,06
D.B.0.E;2021-04-23 10:04:00;12,84;85,07
D.D.2.B;2021-04-23 11:04:00;30,4;83,82
E.D.0.A;2021-04-23 11:14:00;10,31;2,41
C.C.3.B;2021-04-23 11:51:00;36,32;32,42
D.E.0.C;2021-04-23 12:17:00;10,6;5,25
C.D.0.E;2021-04-23 12:33:00;29,49;53,92
E.E.S.C;2021-04-23 13:02:00;18,87;34,99
C.D.3.A;2021-04-23 13:12:00;18,58;13,22
C.C.S.C;2021-04-23 13:40:00;16,67;97,91
E.D.S.A;2021-04-23 14:09:00;13,24;61,54
C.E.2.E;2021-04-23 14:11:00;13,62;3,37
C.E.S.E;2021-04-23 15:05:00;21,51;60,23
A.D.3.D;2021-04-23 15:14:00;32,3;22,35
D.A.1.A;2021-04-23 15:37:00;26,74;2,87
B.A.S.E;2021-04-23 16:02:00;36,26;78,56
E.E.2.E;2021-04-23 16:06:00;29,55;6,16
A.D.3.A;2021-04-23 16:24:00;30,07;87,07
B.B.S.B;2021-04-23 17:15:00;24,15;10,91
A.C.1.D;2021-04-23 17:38:00;16,34;82,36
D.A.0.D;2021-04-23 19:02:00;33,12;14,07
D.D.1.D;2021-04-23 19:03:00;22,01;13,57
E.B.0.B;2021-04-23 20:32:00;13,47;65,08
C.D.2.A;2021-04-23 20:38:00;12,21;9,86
A.B.0.B;2021-04-23 21:11:00;30,59;73,79
C.E.1.E;2021-04-23 21:11:00;16,97;53,92
E.C.2.D;2021-04-23 21:38:00;19,13;79,89
A.C.3.B;2021-04-23 21:54:00;12,41;84,49
A.B.S.B;2021-04-23 22:12:00;14,64;31,46
E.C.S.B;2021-04-23 23:09:00;26,9;45,32
C.C.1.C;2021-04-23 23:32:00;32,38;75,28
E.A.1.E;2021-04-23 23:58:00;32,2;53,6
C.C.3.E;2021-04-24 00:13:00;25,68;32,06
A.D.3.D;2021-04-24 00:16:00;16,44;81,43
E.E.S.C;2021-04-24 00:20:00;15,88;49,4
A.E.S.E;2021-04-24 00:39:00;34,14;83,29
D.B.0.D;2021-04-24 01:38:00;28,36;32,46
C.A.2.D;2021-04-24 02:06:00;31,17;72,78
D.E.S.A;2021-04-24 02:14:00;32,94;90,42
A.D.0.B;2021-04-24 02:41:00;15,79;50,51
A.A.0.C;2021-04-24 02:44:00;36,91;94,31
E.C.2.D;2021-04-24 03:10:00;25,56;14,01
E.B.1.D;2021-04-24 03:14:00;11,91;75,27
D.B.0.C;2021-04-24 03:29:00;36,52;76,89
D.B.S.A;2021-04-24 04:03:00;13,55;77,48
E.C.S.E;2021-04-24 04:58:00;20,37;13,53
A.E.3.C;2021-04-24 05:12:00;32,86;50,11
D.C.0.A;2021-04-24 05:33:00;29,6;29,77
E.E.1.B;2021-04-24 05:40:00;22,56;25,59
D.A.3.D;2021-04-24 06:48:00;22,21;12,38
E.C.1.D;2021-04-24 07:18:00;13,83;0,8
A.D.1.D;2021-04-24 08:04:00;24,29;28,21
D.A.S.B;2021-04-24 08:39:00;20,02;57,67
A.C.3.C;2021-04-24 09:05:00;28,32;32,12
B.E.S.D;2021-04-24 09:17:00;30,53;26,19
D.B.3.C;2021-04-24 09:24:00;20,72;5,86
D.A.1.B;2021-04-24 09:45:00;30,31;49,91
C.C.0.B;2021-04-24 09:45:00;13,42;64,97
E.E.3.D;2021-04-24 10:08:00;24,04;46,36
C.C.3.D;2021-04-24 10:18:00;14,26;37,32
A.E.1.E;2021-04-24 10:40:00;31,73;27,11
D.A.2.E;2021-04-24 10:50:00;13,22;33,47
C.A.0.E;2021-04-24 11:45:00;18,48;83,51
B.B.S.B;2021-04-24 12:14:00;32,25;57,83
C.B.2.B;2021-04-24 12:35:00;33,35;95,33
E.A.0.E;2021-04-24 12:56:00;31,16;26,46
C.A.1.A;2021-04-24 14:18:00;17,85;65,34
B.D.0.E;2021-04-24 15:02:00;16,3;82,91
C.E.0.E;2021-04-24 15:15:00;14,16;95,13
C.C.S.A;2021-04-24 15:46:00;18,45;16,41
D.C.3.E;2021-04-24 15:57:00;17,17;11,64
A.A.0.A;2021-04-24 16:11:00;24,16;58,01
E.B.3.C;2021-04-24 16:27:00;32,2;18,47
A.A.3.D;2021-04-24 19:02:00;12,14;53,18
E.B.2.A;2021-04-24 19:42:00;26,66;47,89
E.B.0.D;2021-04-24 20:16:00;27,53;30,09
D.B.3.A;2021-04-24 20:28:00;29,5;29,03
C.A.S.C;2021-04-24 20:31:00;33,43;38,39
A.E.S.A;2021-04-24 20:45:00;31,32;15,56
E.B.S.E;2021-04-24 21:14:00;13,49;90,22
C.E.1.A;2021-04-24 21:19:00;31,54;66,63
E.E.3.C;2021-04-24 21:41:00;18,98;63,4
A.E.S.B;2021-04-24 23:06:00;26,76;67,49
E.D.3.A;2021-04-24 23:35:00;32,2;56,74
A.A.3.E;2021-04-24 23:42:00;33,57;47,49
D.C.S.A;2021-04-24 23:49:00;17,87;81,93
A.A.3.E;2021-04-25 01:41:00;15,92;45,1
C.D.3.D;2021-04-25 01:55:00;25,53;30,7
B.A.0.C;2021-04-25 03:02:00;36,68;76,11
C.A.2.D;2021-04-25 03:28:00;29,21;83,94
A.B.2.E;2021-04-25 03:35:00;31,68;21,27
B.D.S.B;2021-04-25 04:03:00;14,37;9,9
A.A.0.E;2021-04-25 06:44:00;30,15;28,37
D.B.3.C;2021-04-25 07:09:00;28,05;28,9
B.C.2.C;2021-04-25 10:14:00;15,49;64,6
E.B.0.B;2021-04-25 10:56:00;22,03;86,99
B.D.3.B;2021-04-25 12:47:00;31,76;35,52
A.D.S.B;2021-04-25 13:03:00;26,65;50,38
C.E.3.A;2021-04-25 13:17:00;20,12;51,04
B.E.S.D;2021-04-25 15:34:00;33,52;79,04
A.A.2.E;2021-04-25 16:10:00;36,6;97,64
B.E.1.C;2021-04-25 16:57:00;27,06;31,1
E.D.1.A;2021-04-25 17:03:00;35,76;80,38
D.B.3.A;2021-04-25 17:34:00;32,0;57,92
A.D.0.C;2021-04-25 18:53:00;34,39;76,72
A.E.2.E;2021-04-25 19:03:00;24,6;63,97
C.D.2.A;2021-04-25 19:39:00;34,53;58,49
E.C.0.E;2021-04-25 20:20:00;17,15;26,08
D.B.S.A;2021-04-25 20:42:00;16,39;62,81
A.E.1.A;2021-04-25 20:47:00;10,9;99,73
C.B.3.B;2021-04-25 21:17:00;21,35;33,15
A.D.2.C;2021-04-25 21:17:00;34,51;79,35
C.D.S.B;2021-04-25 22:13:00;28,93;15,49
A.B.2.B;2021-04-25 22:18:00;36,94;60,06
A.B.S.D;2021-04-25 23:01:00;36,47;22,21
C.E.1.C;2021-04-25 23:40:00;19,96;67,68
A.D.0.C;2021-04-26 02:12:00;26,47;13,25
E.C.1.D;2021-04-26 02:31:00;35,49;50,33
A.A.0.E;2021-04-26 03:03:00;28,51;26,88
E.D.3.C;2021-04-26 03:47:00;30,81;76,02
D.D.2.A;2021-04-26 05:29:00;22,19;18,51
E.B.2.A;2021-04-26 05:34:00;33,51;63,49
A.A.S.E;2021-04-26 05:45:00;29,4;49,88
E.D.S.A;2021-04-26 05:48:00;34,92;82,61
D.E.2.C;2021-04-26 05:51:00;28,46;9,32
C.E.3.D;2021-04-26 06:02:00;29,45;30,44
E.B.0.A;2021-04-26 07:29:00;13,23;61,56
E.C.2.C;2021-04-26 08:10:00;31,23;40,95
E.C.1.A;2021-04-26 08:49:00;17,92;7,17
C.D.3.B;2021-04-26 10:15:00;12,33;22,89
C.E.2.A;2021-04-26 10:20:00;22,1;68,74
A.D.0.E;2021-04-26 11:30:00;27,98;57,11
B.C.0.A;2021-04-26 12:13:00;20,39;26,8
A.B.1.C;2021-04-26 13:04:00;16,2;39,64
B.A.3.A;2021-04-26 13:47:00;18,74;43,81
C.E.2.C;2021-04-26 13:53:00;32,81;51,2
E.C.S.C;2021-04-26 13:54:00;36,73;65,39
D.B.S.A;2021-04-26 13:56:00;19,28;20,56
C.A.1.E;2021-04-26 14:22:00;11,51;39,51
A.D.S.B;2021-04-26 14:26:00;32,3;84,57
E.E.1.E;2021-04-26 14:58:00;25,1;3,62
D.B.S.E;2021-04-26 14:59:00;13,11;24,8
A.B.S.A;2021-04-26 16:06:00;26,07;98,35
D.C.1.A;2021-04-26 16:15:00;12,33;60,8
E.D.S.A;2021-04-26 16:21:00;26,19;30,89
E.E.2.E;2021-04-26 16:53:00;10,78;45,75
D.E.3.D;2021-04-26 17:11:00;26,42;83,85
C.E.2.A;2021-04-26 18:12:00;21,18;63,92
A.B.S.E;2021-04-26 18:45:00;35,01;7,02
D.D.3.C;2021-04-26 18:55:00;21,58;55,96
E.B.3.E;2021-04-26 19:09:00;35,03;11,8
C.B.2.A;2021-04-26 21:14:00;11,25;70,71
C.C.3.A;2021-04-26 21:54:00;21,87;93,85
E.C.S.B;2021-04-26 22:06:00;17,53;10,98
C.B.0.E;2021-04-26 23:24:00;26,03;15,03
B.D.0.C;2021-04-27 00:06:00;33,32;10,16
A.E.2.B;2021-04-27 00:14:00;21,69;7,97
E.C.0.E;2021-04-27 00:15:00;26,38;28,32
C.A.S.B;2021-04-27 01:00:00;17,96;46,81
D.B.3.D;2021-04-27 01:27:00;30,21;30,42
C.E.S.E;2021-04-27 03:00:00;18,92;38,8
A.D.S.B;2021-04-27 03:44:00;10,45;77,94
E.E.2.E;2021-04-27 04:28:00;18,08;18,44
A.A.3.B;2021-04-27 04:43:00;37,36;63,36
D.A.S.A;2021-04-27 06:27:00;36,48;70,62
E.D.S.B;2021-04-27 06:49:00;25,98;87,77
B.C.2.B;2021-04-27 06:52:00;16,51;58,32
A.D.S.D;2021-04-27 07:22:00;26,37;55,16
B.A.2.A;2021-04-27 07:28:00;10,36;52,23
A.D.0.A;2021-04-27 07:29:00;36,86;83,94
C.A.1.C;2021-04-27 07:38:00;20,67;90,53
C.E.S.A;2021-04-27 08:13:00;31,88;39,52
C.E.0.B;2021-04-27 08:19:00;11,48;75,16
B.B.2.D;2021-04-27 08:28:00;27,39;15,72
E.B.1.D;2021-04-27 08:29:00;15,17;92,42
E.B.0.C;2021-04-27 08:32:00;11,05;3,33
C.E.3.C;2021-04-27 08:59:00;34,18;83,49
C.D.S.B;2021-04-27 08:59:00;13,99;93,67
A.E.1.B;2021-04-27 09:41:00;20,33;71,85
C.C.2.C;2021-04-27 09:44:00;33,31;93,55
A.E.3.E;2021-04-27 11:12:00;30,08;87,27
A.C.1.E;2021-04-27 11:23:00;23,81;76,28
C.E.1.A;2021-04-27 12:24:00;18,78;71,16
D.A.3.E;2021-04-27 13:17:00;31,47;4,84
A.C.S.D;2021-04-27 14:07:00;29,3;10,0
C.C.0.B;2021-04-27 16:32:00;21,41;8,8
D.A.3.B;2021-04-27 17:44:00;20,33;9,74
A.B.S.A;2021-04-27 18:14:00;16,43;97,88
C.D.0.B;2021-04-27 18:23:00;35,57;62,23
B.B.0.B;2021-04-27 19:56:00;36,31;27,59
C.E.2.D;2021-04-27 20:05:00;30,13;8,44
B.A.3.A;2021-04-27 20:39:00;32,17;42,4
E.D.0.C;2021-04-27 20:50:00;35,48;28,42
D.A.0.C;2021-04-27 20:54:00;23,99;19,09
B.E.3.E;2021-04-27 21:20:00;25,09;56,2
C.D.2.A;2021-04-27 22:10:00;25,2;72,59
C.A.3.D;2021-04-27 22:29:00;26,36;54,23
C.D.S.C;2021-04-27 23:40:00;17,09;32,78
C.B.S.C;2021-04-28 00:14:00;17,01;68,34
A.B.1.A;2021-04-28 00:49:00;18,21;77,73
D.B.1.B;2021-04-28 01:10:00;34,73;92,29
C.D.2.C;2021-04-28 01:13:00;30,52;64,73
E.B.3.B;2021-04-28 02:11:00;35,0;23,62
D.A.1.B;2021-04-28 02:20:00;37,28;33,29
A.C.S.C;2021-04-28 03:17:00;36,7;15,49
C.D.0.C;2021-04-28 03:20:00;16,64;48,44
A.C.3.A;2021-04-28 03:27:00;37,33;75,54
B.E.2.E;2021-04-28 03:39:00;16,06;59,03
A.C.1.C;2021-04-28 03:55:00;30,02;13,72
D.D.0.D;2021-04-28 04:09:00;13,57;98,45
D.B.3.D;2021-04-28 04:33:00;11,01;5,49
D.B.3.D;2021-04-28 04:40:00;10,97;75,77
B.A.2.A;2021-04-28 04:40:00;24,23;5,27
A.B.3.B;2021-04-28 04:46:00;29,14;84,54
C.D.S.E;2021-04-28 04:47:00;35,7;98,8
C.A.1.A;2021-04-28 05:28:00;11,37;51,2
B.B.0.E;2021-04-28 05:36:00;13,51;84,0
C.C.1.A;2021-04-28 05:38:00;27,95;6,96
B.D.3.E;2021-04-28 06:33:00;37,27;65,68
D.D.1.C;2021-04-28 06:35:00;15,2;48,92
A.E.S.D;2021-04-28 06:37:00;27,7;96,32
B.C.3.D;2021-04-28 08:21:00;36,69;10,01
B.C.1.A;2021-04-28 08:46:00;14,3;47,0
C.B.1.E;2021-04-28 09:08:00;18,41;46,96
B.A.1.A;2021-04-28 10:24:00;12,17;48,73
A.D.0.C;2021-04-28 12:24:00;34,31;96,58
C.C.S.C;2021-04-28 12:59:00;16,16;16,72
C.C.1.E;2021-04-28 13:13:00;32,61;33,2
E.D.2.D;2021-04-28 13:46:00;12,82;57,12
B.B.S.D;2021-04-28 14:06:00;23,87;34,81
C.D.0.D;2021-04-28 14:31:00;27,81;31,84
C.D.0.C;2021-04-28 14:34:00;27,82;15,98
D.C.3.A;2021-04-28 14:38:00;20,67;66,91
B.B.3.B;2021-04-28 15:07:00;26,6;69,03
A.A.0.C;2021-04-28 15:07:00;24,64;10,76
E.D.2.D;2021-04-28 17:40:00;30,4;26,31
C.C.3.C;2021-04-28 17:43:00;26,78;89,37
D.B.S.A;2021-04-28 19:12:00;29,89;53,18
C.C.0.A;2021-04-28 20:35:00;21,52;76,73
D.B.1.B;2021-04-28 21:43:00;29,05;56,91
D.E.2.E;2021-04-28 21:47:00;34,35;24,03
E.A.0.D;2021-04-28 21:48:00;21,56;5,01
C.E.2.A;2021-04-28 22:56:00;23,06;61,29
E.B.S.E;2021-04-28 22:56:00;11,0;46,87
A.C.1.A;2021-04-29 00:42:00;29,18;66,39
E.E.S.C;2021-04-29 02:08:00;32,32;1,77
A.C.S.D;2021-04-29 02:28:00;36,2;86,63
D.D.2.C;2021-04-29 03:46:00;11,5;32,41
E.E.2.D;2021-04-29 04:29:00;17,37;33,02
A.D.2.C;2021-04-29 04:40:00;33,96;74,18
A.B.0.D;2021-04-29 05:44:00;15,57;60,7
B.D.2.E;2021-04-29 05:44:00;21,29;19,49
E.A.3.E;2021-04-29 05:52:00;18,03;20,4
B.D.2.A;2021-04-29 06:26:00;18,84;87,27
C.D.1.C;2021-04-29 06:55:00;14,89;62,53
C.B.2.A;2021-04-29 07:43:00;18,98;42,43
C.E.0.C;2021-04-29 08:36:00;20,91;91,74
A.C.0.A;2021-04-29 09:00:00;11,01;89,94
A.B.1.A;2021-04-29 09:09:00;22,13;60,5
B.E.S.B;2021-04-29 09:18:00;33,23;30,93
E.E.1.E;2021-04-29 09:37:00;26,25;93,5
A.B.3.C;2021-04-29 10:18:00;36,02;57,44
B.E.1.B;2021-04-29 10:26:00;27,58;76,95
D.E.2.D;2021-04-29 12:21:00;31,71;0,3
A.D.0.B;2021-04-29 12:28:00;25,53;93,16
B.B.S.A;2021-04-29 12:52:00;33,77;78,69
E.E.3.E;2021-04-29 12:54:00;23,31;88,73
D.A.3.A;2021-04-29 13:07:00;25,74;86,13
E.D.3.B;2021-04-29 13:19:00;17,15;46,37
D.C.3.E;2021-04-29 13:50:00;26,45;84,36
B.A.3.A;2021-04-29 14:33:00;30,17;0,89
E.B.3.A;2021-04-29 15:27:00;36,9;38,31
E.B.1.B;2021-04-29 15:56:00;16,28;71,93
B.A.0.B;2021-04-29 16:03:00;20,18;56,13
C.A.2.D;2021-04-29 16:46:00;18,6;6,57
D.A.1.A;2021-04-29 16:58:00;23,97;80,98
D.E.2.D;2021-04-29 17:50:00;28,43;98,87
C.D.0.D;2021-04-29 18:00:00;19,48;92,27
C.E.3.D;2021-04-29 18:28:00;37,12;3,85
C.C.S.D;2021-04-29 18:34:00;26,54;9,11
D.D.2.B;2021-04-29 18:39:00;27,83;36,12
B.A.3.E;2021-04-29 18:56:00;24,5;72,42
B.E.1.E;2021-04-29 19:09:00;33,77;24,97
A.A.3.B;2021-04-29 19:20:00;32,53;13,26
D.E.3.A;2021-04-29 19:43:00;14,24;92,22
C.C.0.D;2021-04-29 19:43:00;33,99;98,96
C.B.1.C;2021-04-29 19:56:00;33,48;13,58
B.A.0.C;2021-04-29 19:57:00;18,11;78,57
E.E.0.E;2021-04-29 19:59:00;36,31;99,18
E.E.0.A;2021-04-29 20:07:00;14,88;75,45
A.E.S.D;2021-04-29 22:08:00;19,17;96,06
C.A.S.A;2021-04-29 23:02:00;10,6;16,98
A.A.S.A;2021-04-29 23:10:00;22,02;75,81
A.E.2.B;2021-04-29 23:33:00;29,48;70,9
B.E.S.D;2021-04-30 00:30:00;31,8;13,56
B.D.3.A;2021-04-30 00:48:00;22,19;19,66
E.D.3.E;2021-04-30 01:22:00;25,34;54,03
A.D.S.C;2021-04-30 01:28:00;19,4;62,86
E.C.0.E;2021-04-30 01:54:00;16,65;19,6
A.C.1.B;2021-04-30 02:14:00;25,66;76,12
B.E.S.E;2021-04-30 02:41:00;18,63;6,54
B.E.S.A;2021-04-30 04:40:00;21,67;52,91
C.C.3.C;2021-04-30 05:06:00;16,0;71,9
D.A.S.A;2021-04-30 05:19:00;14,08;64,72
D.A.1.D;2021-04-30 05:27:00;14,25;79,82
D.D.S.A;2021-04-30 06:28:00;33,28;23,69
A.B.0.E;2021-04-30 07:56:00;18,26;40,66
A.D.1.A;2021-04-30 08:04:00;13,55;36,14
D.E.S.B;2021-04-30 08:08:00;34,66;9,4
B.C.1.A;2021-04-30 08:37:00;36,58;42,76
C.C.3.C;2021-04-30 08:49:00;13,31;92,0
E.E.2.B;2021-04-30 09:00:00;36,63;50,59
D.D.1.E;2021-04-30 09:02:00;16,23;2,76
E.A.3.C;2021-04-30 09:35:00;37,22;23,21
B.A.3.C;2021-04-30 10:19:00;27,44;3,6
E.C.2.C;2021-04-30 10:47:00;14,23;17,63
C.D.1.B;2021-04-30 11:10:00;13,01;50,62
E.E.S.C;2021-04-30 12:20:00;15,41;8,3
C.A.S.D;2021-04-30 12:30:00;37,08;68,29
A.D.S.C;2021-04-30 12:34:00;12,79;87,66
B.C.1.E;2021-04-30 13:32:00;33,24;47,47
B.C.1.B;2021-04-30 13:54:00;10,12;37,15
A.D.S.B;2021-04-30 14:45:00;34,67;15,11
E.A.S.E;2021-04-30 14:53:00;22,07;80,94
C.D.3.E;2021-04-30 15:15:00;10,36;69,95
B.E.3.C;2021-04-30 15:24:00;18,79;29,77
B.E.0.C;2021-04-30 16:02:00;27,29;12,67
D.B.3.E;2021-04-30 17:17:00;31,69;24,09
D.E.S.E;2021-04-30 17:45:00;24,23;97,85
C.C.1.B;2021-04-30 18:09:00;27,09;7,65
A.E.S.B;2021-04-30 19:08:00;21,07;55,69
A.A.0.A;2021-04-30 20:22:00;10,83;85,86
E.A.0.E;2021-04-30 20:28:00;23,14;15,62
E.E.S.E;2021-04-30 21:53:00;11,58;63,02
D.C.1.D;2021-04-30 21:56:00;13,98;43,27
E.D.3.C;2021-04-30 22:06:00;28,56;20,72
D.A.2.E;2021-04-30 23:07:00;28,9;79,46
D.B.2.D;2021-04-30 23:18:00;33,15;2,14
E.B.0.A;2021-05-01 00:20:00;18,04;78,14
D.A.S.D;2021-05-01 00:59:00;15,93;92,13
C.D.1.A;2021-05-01 01:04:00;27,92;65,56
B.C.0.A;2021-05-01 01:12:00;14,0;93,6
A.D.3.D;2021-05-01 01:29:00;17,94;73,3
A.D.3.D;2021-05-01 02:07:00;37,43;43,24
D.A.3.C;2021-05-01 02:12:00;14,86;95,01
E.C.3.E;2021-05-01 04:37:00;29,09;44,04
A.A.1.A;2021-05-01 05:12:00;27,6;20,05
D.B.S.C;2021-05-01 05:59:00;14,17;42,16
B.C.S.E;2021-05-01 06:00:00;31,15;24,85
C.A.1.C;2021-05-01 06:24:00;16,04;53,24
D.A.2.E;2021-05-01 06:38:00;31,67;76,52
E.A.0.E;2021-05-01 06:46:00;19,19;96,71
B.E.3.A;2021-05-01 06:54:00;32,25;41,21
D.C.0.B;2021-05-01 08:22:00;34,9;60,18
B.C.0.D;2021-05-01 10:44:00;36,23;67,7
B.A.3.A;2021-05-01 11:49:00;22,92;32,67
A.E.0.C;2021-05-01 11:52:00;14,25;69,51
B.E.1.D;2021-05-01 12:05:00;11,2;8,42
C.B.2.B;2021-05-01 12:09:00;33,22;54,79
C.E.2.A;2021-05-01 12:12:00;11,82;24,24
A.D.S.B;2021-05-01 12:19:00;34,61;91,31
B.D.0.D;2021-05-01 12:42:00;10,83;52,26
B.B.3.B;2021-05-01 12:47:00;33,65;64,25
C.B.1.B;2021-05-01 13:46:00;22,9;46,29
E.B.0.C;2021-05-01 14:39:00;20,42;70,45
B.A.2.B;2021-05-01 15:50:00;15,86;53,54
C.D.0.C;2021-05-01 16:01:00;36,97;99,59
B.D.S.D;2021-05-01 16:21:00;30,79;9,64
C.B.0.B;2021-05-01 17:09:00;18,03;38,12
D.C.0.D;2021-05-01 17:22:00;28,47;85,46
E.B.1.A;2021-05-01 17:44:00;19,98;48,9
B.E.1.B;2021-05-01 18:04:00;12,25;83,1
D.B.1.A;2021-05-01 18:22:00;17,59;34,43
A.E.2.A;2021-05-01 18:39:00;28,22;45,85
D.B.3.E;2021-05-01 18:51:00;15,71;17,22
A.C.0.D;2021-05-01 19:50:00;34,97;41,83
E.B.1.B;2021-05-01 20:27:00;23,4;49,96
A.E.2.D;2021-05-01 20:28:00;33,82;46,96
B.B.S.A;2021-05-01 22:16:00;13,9;0,23
E.A.0.B;2021-05-01 22:44:00;12,57;56,59
E.B.1.A;2021-05-01 23:18:00;15,08;80,14
E.A.1.D;2021-05-02 00:48:00;30,73;40,46
B.B.S.C;2021-05-02 01:05:00;18,42;21,5
E.E.0.E;2021-05-02 01:23:00;25,61;55,65
D.D.0.E;2021-05-02 01:31:00;36,97;96,37
B.A.1.E;2021-05-02 01:48:00;33,01;75,81
A.B.0.D;2021-05-02 02:04:00;29,99;12,34
B.C.1.C;2021-05-02 02:39:00;28,38;21,38
B.D.2.B;2021-05-02 02:40:00;23,21;25,41
D.D.0.B;2021-05-02 02:58:00;24,8;73,61
B.C.1.A;2021-05-02 03:11:00;19,99;10,23
B.A.3.A;2021-05-02 04:11:00;36,14;42,3
B.C.2.D;2021-05-02 05:10:00;21,87;16,11
E.B.0.B;2021-05-02 07:08:00;25,55;4,2
B.B.2.B;2021-05-02 07:59:00;21,19;27,62
C.A.3.E;2021-05-02 08:55:00;27,37;84,27
A.C.2.E;2021-05-02 10:00:00;28,47;23,39
C.D.S.C;2021-05-02 11:45:00;26,13;20,07
D.C.3.B;2021-05-02 12:26:00;19,82;46,18
E.A.2.A;2021-05-02 12:32:00;29,19;80,62
D.A.2.E;2021-05-02 12:53:00;19,83;42,66
C.E.3.D;2021-05-02 13:06:00;31,98;96,82
D.E.2.E;2021-05-02 13:08:00;12,11;3,09
E.B.1.E;2021-05-02 15:35:00;34,8;75,08
